result,odds_home,odds_draw,odds_away,home_wins,home_draws,home_losses,home_goals,home_opposition_goals,home_shots,home_shots_on_target,home_opposition_shots,home_opposition_shots_on_target,away_wins,away_draws,away_losses,away_goals,away_opposition_goals,away_shots,away_shots_on_target,away_opposition_shots,away_opposition_shots_on_target
2,2.62,3.25,2.75,4,3,3,11,11,99,52,147,88,4,3,3,12,9,98,52,126,63
0,2.62,3.25,2.75,2,1,7,6,20,128,63,141,87,4,4,2,13,10,118,66,118,58
2,2.75,3.25,2.62,2,3,5,6,13,110,58,155,73,4,1,5,13,14,140,74,111,69
1,1.67,3.6,5.5,4,3,3,13,10,91,49,129,67,5,1,4,13,10,138,74,136,66
0,1.33,5.0,10.0,7,2,1,17,7,149,70,79,42,4,3,3,15,14,122,67,167,92
2,2.0,3.4,3.8,2,3,5,14,15,127,70,114,66,4,3,3,13,12,107,57,141,87
0,4.5,3.6,1.8,3,4,3,10,14,101,48,148,77,5,2,3,16,15,141,79,98,54
0,2.5,3.25,2.88,4,3,3,10,15,76,43,134,81,3,5,2,8,6,108,62,127,61
1,2.0,3.4,3.8,2,2,6,7,17,98,48,136,77,1,2,7,6,21,128,62,125,77
0,4.5,3.5,1.83,5,1,4,15,12,142,78,114,67,7,2,1,21,6,184,114,76,40
1,2.1,3.3,3.6,3,2,5,9,15,135,68,109,51,0,3,7,9,19,97,41,119,65
0,1.25,5.5,15.0,7,1,2,23,3,187,104,87,38,1,3,6,4,14,105,52,154,79
2,2.05,3.2,3.4,3,5,2,12,11,116,63,117,58,2,6,2,14,13,99,55,141,59
1,1.83,3.5,4.5,0,3,7,9,20,102,42,111,61,4,4,2,9,13,74,40,126,76
1,2.2,3.25,3.4,4,1,5,12,13,135,73,139,68,2,5,3,10,13,117,58,119,58
1,2.2,3.25,3.5,3,6,1,8,5,103,63,120,55,2,5,3,10,15,103,49,144,79
2,2.1,3.25,3.75,3,4,3,16,16,121,64,162,86,3,1,6,10,16,106,53,137,76
2,3.0,3.4,2.37,1,4,5,4,12,96,49,161,85,5,3,2,17,10,99,53,111,57
0,2.4,3.25,3.0,5,2,3,16,15,145,83,98,52,6,3,1,16,7,157,73,81,40
1,2.37,3.4,3.0,3,5,2,15,11,98,51,146,60,5,2,3,15,11,126,68,119,73
1,3.25,3.3,2.25,0,2,8,5,25,129,60,127,82,2,3,5,12,13,127,69,111,63
0,5.0,3.6,1.73,5,2,3,12,10,105,56,137,82,6,2,2,22,4,179,101,83,37
0,2.5,3.3,2.87,6,2,2,18,10,99,54,120,67,4,3,3,14,15,129,72,101,55
1,1.14,7.5,21.0,5,3,2,17,4,164,89,86,41,1,2,7,7,22,135,65,120,75
1,1.33,4.5,12.0,5,4,1,14,6,150,72,80,39,5,0,5,14,14,144,79,139,72
1,1.8,3.6,4.5,2,2,6,11,13,118,68,117,68,2,4,4,16,20,123,68,163,87
2,2.5,3.3,2.87,2,5,3,10,13,108,50,142,78,5,3,2,11,7,108,61,121,70
2,2.2,3.25,3.4,2,4,4,11,15,117,60,128,65,1,4,5,4,12,99,57,159,85
2,12.0,5.0,1.3,3,4,3,7,15,81,41,125,79,6,3,1,19,6,181,117,81,43
0,2.25,3.25,3.3,4,0,6,14,17,107,52,138,75,1,2,7,12,20,104,50,115,61
0,1.72,3.6,5.0,5,2,3,15,11,126,68,119,74,4,5,1,11,5,109,67,118,53
1,2.25,3.3,3.25,4,2,4,12,14,124,64,114,53,4,4,2,15,10,99,53,137,58
1,1.4,4.5,10.0,3,4,3,14,17,117,68,107,61,2,3,5,11,18,117,62,135,69
0,2.62,3.3,2.87,1,2,7,11,19,98,48,123,67,2,2,6,13,14,123,72,123,73
2,2.3,3.25,3.4,5,0,5,14,15,138,78,138,71,5,2,3,12,12,128,65,102,49
1,1.8,3.6,5.0,6,2,2,11,6,106,58,110,61,3,1,6,12,16,106,57,135,73
0,6.5,3.75,1.61,4,5,1,10,4,110,69,111,48,6,3,1,19,3,173,99,84,40
2,5.0,3.6,1.8,4,4,2,15,10,94,51,134,60,5,4,1,16,6,160,77,70,36
1,3.5,3.4,2.2,1,2,7,7,21,117,51,127,80,4,3,3,13,11,121,66,119,78
1,1.72,3.6,5.5,2,4,4,8,11,108,63,160,89,3,4,3,7,13,78,38,124,77
1,1.2,6.5,19.0,6,3,1,16,6,180,113,81,44,2,4,4,9,13,110,53,140,79
2,4.33,3.6,1.91,1,4,5,14,25,122,69,162,87,5,3,2,16,12,103,56,111,68
1,1.36,4.33,11.0,4,3,3,11,13,108,63,102,58,5,0,5,14,15,134,74,137,71
1,1.4,4.33,9.0,5,3,2,14,10,102,55,108,66,2,2,6,8,19,120,58,121,78
1,1.62,3.75,6.0,6,2,2,13,6,105,57,100,54,1,4,5,14,23,120,67,142,79
0,2.25,3.2,3.4,1,4,5,7,14,112,52,155,84,3,1,6,12,18,105,58,136,73
0,2.2,3.3,3.4,3,4,3,14,14,94,53,137,68,3,4,3,10,10,119,69,147,82
0,10.0,4.5,1.36,2,4,4,7,15,77,37,130,80,5,4,1,20,7,156,79,76,42
1,2.2,3.2,3.5,7,2,1,16,5,190,112,75,37,5,4,1,18,5,165,102,79,37
1,2.5,3.25,2.88,6,2,2,13,8,121,67,107,50,4,2,4,9,9,116,63,116,77
1,1.2,6.0,15.0,7,2,1,17,5,183,111,81,42,7,2,1,14,6,129,70,106,51
1,2.0,3.4,3.8,1,3,6,11,18,98,49,128,66,2,5,3,14,16,104,58,143,78
2,8.0,3.8,1.5,4,0,6,12,16,116,64,140,74,7,2,1,14,2,172,106,83,38
1,1.2,6.5,15.0,4,4,2,13,8,158,97,92,48,1,5,4,5,14,75,32,124,77
2,5.5,4.0,1.62,1,4,5,11,21,114,60,130,73,5,3,2,11,11,109,66,97,55
1,2.0,3.4,3.75,2,3,5,15,14,123,67,129,76,6,2,2,12,6,130,65,99,49
2,3.25,3.25,2.25,3,2,5,13,14,114,63,128,65,6,3,1,16,9,117,67,106,65
1,2.38,3.3,3.0,2,1,7,7,19,114,56,133,86,1,4,5,7,14,110,48,152,81
0,1.73,3.6,5.0,3,2,5,7,9,114,62,115,76,2,3,5,11,18,117,64,125,66
1,2.1,3.3,3.6,3,4,3,11,11,118,72,157,87,3,6,1,10,6,108,69,125,60
0,1.62,3.75,6.0,5,5,0,19,5,149,76,73,38,6,2,2,14,6,104,58,90,49
2,3.25,3.4,2.3,2,4,4,11,17,112,60,139,73,7,3,0,17,8,107,61,100,63
1,2.25,3.3,3.5,3,2,5,13,14,114,63,122,63,3,6,1,11,8,102,69,127,63
1,1.61,3.8,6.5,2,3,5,6,9,126,68,117,73,1,4,5,6,16,77,32,139,85
2,10.0,5.0,1.36,3,1,6,10,16,122,62,131,79,8,2,0,14,0,171,110,79,33
0,2.0,3.25,4.5,2,2,6,12,16,98,48,123,61,3,0,7,11,17,113,60,140,76
1,1.25,6.0,15.0,4,4,2,13,9,177,106,88,46,0,4,6,5,16,104,43,150,80
0,3.0,3.3,2.5,5,3,2,12,6,99,57,84,41,5,3,2,12,11,111,68,84,49
1,1.75,3.75,5.0,3,3,4,16,12,122,64,124,70,2,5,3,13,17,101,54,141,76
1,1.83,3.6,4.75,4,4,2,13,9,114,66,154,85,1,4,5,12,23,102,52,133,76
0,5.0,3.5,1.83,6,1,3,12,7,123,57,107,51,4,6,0,17,6,147,71,76,42
0,1.5,4.2,7.0,5,4,1,13,10,107,64,82,46,5,3,2,15,9,128,74,158,90
0,1.61,3.7,6.0,7,3,0,16,8,107,57,106,63,6,1,3,11,6,114,51,100,47
1,2.75,3.3,2.62,3,1,6,13,17,107,56,140,82,3,3,4,8,8,141,79,107,62
1,2.0,3.3,4.0,2,6,2,9,8,106,71,130,67,1,4,5,9,17,119,63,139,69
0,2.2,3.2,3.5,1,3,6,10,23,106,58,146,81,3,1,6,10,18,119,63,133,80
1,1.36,4.5,10.0,8,2,0,14,0,167,105,86,36,5,3,2,12,6,91,53,80,42
0,2.5,3.3,2.87,0,3,7,4,17,100,45,158,85,2,3,5,14,16,105,57,114,53
1,3.25,3.3,2.25,1,4,5,7,14,80,34,140,84,4,3,3,17,11,127,64,112,62
1,2.5,3.1,3.1,3,7,0,16,7,142,70,64,34,4,4,2,12,9,185,109,82,48
0,2.6,3.2,2.8,2,4,4,12,17,86,46,143,76,3,2,5,12,13,120,68,121,63
2,2.87,3.3,2.5,2,4,4,13,14,104,59,111,51,7,3,0,16,8,113,61,103,60
0,1.2,6.0,19.0,4,3,3,12,11,164,96,101,63,1,3,6,10,23,109,64,145,81
1,1.72,3.4,5.5,5,3,2,12,6,91,55,85,46,3,1,6,13,18,109,58,135,87
1,1.61,3.75,6.0,4,2,4,15,10,132,63,108,60,0,4,6,3,14,89,44,162,90
2,5.0,3.3,1.8,1,3,6,10,20,120,62,134,70,4,6,0,18,7,145,78,62,29
1,1.83,3.5,4.5,3,3,4,13,13,119,71,126,68,1,4,5,7,14,78,31,149,89
2,2.25,3.3,3.25,3,2,5,12,19,124,68,140,85,2,4,4,13,18,99,56,134,71
0,2.0,3.4,3.8,5,2,3,10,6,111,49,109,56,2,6,2,10,8,96,63,135,70
0,3.0,3.3,2.4,2,3,5,9,11,138,82,111,63,5,5,0,13,7,111,67,72,40
2,6.5,3.75,1.57,4,4,2,14,9,120,71,156,92,9,1,0,15,0,172,108,83,33
1,2.87,3.25,2.5,1,2,7,10,21,115,62,135,73,4,2,4,13,10,140,67,104,59
1,1.25,5.5,13.0,9,1,0,15,0,171,106,82,37,2,6,2,10,8,98,59,127,66
0,1.4,4.33,9.0,4,6,0,11,6,106,62,76,41,4,3,3,14,9,117,68,120,63
2,3.3,3.3,2.25,8,2,0,18,8,116,65,115,66,4,4,2,11,9,165,97,104,61
1,2.3,3.3,3.1,2,1,7,9,20,105,56,141,89,4,3,3,14,10,122,73,146,90
1,1.25,5.5,13.0,9,1,0,17,0,161,100,85,35,2,4,4,13,15,112,61,110,52
0,2.4,3.25,3.0,0,3,7,3,15,82,41,172,97,4,3,3,8,5,104,43,100,49
0,2.5,3.25,2.87,1,3,6,6,15,73,27,155,90,1,2,7,9,19,121,65,135,78
1,1.8,3.5,4.75,2,5,3,10,11,98,57,132,71,3,2,5,13,20,120,66,133,83
0,1.57,3.75,7.0,5,5,0,21,9,138,79,64,33,4,2,4,13,11,140,73,107,60
0,2.87,3.25,2.5,3,3,4,16,20,99,58,133,71,5,3,2,14,6,103,60,78,44
2,3.0,3.3,2.37,1,3,6,9,22,115,63,148,82,2,4,4,9,10,140,82,107,58
0,1.4,4.33,9.0,3,7,0,10,6,111,67,69,39,3,4,3,11,10,105,58,125,69
1,1.28,5.0,13.0,4,4,2,10,9,172,102,95,55,4,4,2,8,4,106,45,95,48
1,1.5,4.0,7.5,5,4,1,12,3,106,58,77,39,3,1,6,12,21,114,63,146,89
1,5.5,3.5,1.72,0,4,6,2,13,79,37,167,96,4,6,0,19,9,146,78,67,34
0,1.4,4.0,10.0,7,2,1,15,7,123,65,121,71,1,3,6,6,15,67,25,152,86
1,2.0,3.3,4.0,3,1,6,11,19,96,53,147,94,3,3,4,14,18,94,52,136,72
2,2.87,3.25,2.5,0,3,7,8,23,110,60,148,81,2,4,4,12,14,114,66,116,53
1,2.5,3.25,2.87,4,3,3,15,10,128,81,141,86,4,2,4,13,11,135,70,113,57
1,1.4,4.33,9.5,4,5,1,17,9,140,75,63,34,4,4,2,14,8,118,68,109,57
2,6.5,3.75,1.57,1,2,7,10,20,121,64,127,72,5,3,2,11,9,170,103,104,60
2,6.5,3.75,1.57,3,1,6,12,19,117,66,141,85,3,7,0,9,5,110,64,73,39
0,2.5,3.25,2.9,3,4,3,13,12,115,69,115,52,5,4,1,13,3,106,60,87,44
2,1.66,3.6,5.75,3,4,3,11,10,108,55,135,75,0,2,8,7,23,110,62,134,77
1,2.5,3.3,2.87,4,2,4,13,11,137,68,115,62,6,3,1,13,7,118,65,119,69
2,7.5,4.0,1.5,2,3,5,11,19,103,58,128,72,10,0,0,19,1,161,95,86,36
1,2.5,3.25,2.9,1,3,6,8,17,68,26,154,87,4,1,5,10,15,97,54,150,98
1,1.83,3.5,4.5,2,4,4,9,11,132,76,108,58,1,3,6,3,12,76,37,166,92
2,2.2,3.3,3.4,3,4,3,6,6,109,47,101,57,5,2,3,15,9,137,88,131,76
0,2.87,3.3,2.5,3,4,3,10,10,107,60,117,63,3,3,4,13,11,133,77,108,52
2,2.25,3.2,3.4,2,4,4,8,11,106,51,133,73,3,5,2,13,9,112,68,114,52
1,1.44,4.33,8.0,4,6,0,11,5,120,69,71,37,3,5,2,12,10,118,68,110,56
2,2.1,3.25,3.75,3,1,6,8,16,90,53,153,99,2,3,5,9,13,106,52,135,75
1,1.5,4.0,7.5,5,4,1,13,3,105,57,89,45,2,3,5,10,14,65,28,156,87
0,2.62,3.25,2.75,1,2,7,7,19,106,57,136,80,1,3,6,10,20,105,60,128,75
2,1.91,3.3,4.5,10,0,0,20,2,155,94,89,39,5,4,1,18,8,152,81,62,33
0,2.2,3.2,3.5,1,3,6,3,13,79,38,159,86,1,2,7,10,18,116,67,137,78
2,2.2,3.2,3.5,2,5,3,7,10,100,57,116,63,2,4,4,4,6,118,50,104,58
2,2.0,3.3,4.0,5,3,2,12,9,115,66,117,63,3,4,3,13,10,135,79,109,51
1,1.4,4.5,9.0,6,2,2,12,9,184,112,107,61,5,2,3,14,9,141,68,110,60
0,1.67,3.6,5.75,6,2,2,16,8,128,79,141,80,2,1,7,11,21,113,63,146,86
0,1.9,3.4,4.33,3,4,3,12,14,118,68,115,60,5,3,2,12,7,121,74,128,70
1,8.0,4.2,1.44,3,2,5,10,12,115,58,130,70,9,0,1,20,6,141,90,91,43
2,5.0,3.6,1.72,1,4,5,10,19,109,60,126,72,5,5,0,13,3,130,75,65,31
1,2.75,3.2,2.62,1,3,6,10,17,116,66,134,79,5,4,1,15,4,111,64,92,45
1,2.25,3.3,3.3,2,3,5,11,16,69,30,156,90,1,4,5,4,13,88,44,156,84
1,4.5,3.5,1.83,4,3,3,15,11,131,81,110,49,6,2,2,11,9,179,103,107,62
0,2.4,3.3,3.0,2,2,6,11,19,115,65,132,75,3,1,6,9,16,100,60,149,99
1,1.44,4.2,8.0,5,4,1,19,9,143,79,72,40,5,2,3,11,9,113,62,119,66
1,1.66,3.6,5.5,4,2,4,9,9,124,55,113,55,2,4,4,8,12,94,52,118,65
1,1.72,3.6,5.0,2,4,4,5,7,117,48,97,53,1,3,6,7,15,100,48,122,67
1,1.53,3.75,7.5,5,5,0,15,4,134,78,72,36,5,1,4,8,7,129,62,108,54
1,2.62,3.25,2.75,3,4,3,11,13,122,73,108,59,5,3,2,16,9,135,82,108,47
1,2.1,3.3,3.6,3,2,5,10,16,100,63,150,96,1,4,5,4,13,98,50,138,75
2,6.0,3.75,1.61,4,2,4,11,9,121,59,132,71,5,4,1,19,8,140,74,68,37
0,2.62,3.25,2.75,1,3,6,7,15,100,47,131,70,2,3,5,11,14,111,63,123,72
2,5.0,3.6,1.72,1,4,5,10,17,110,61,124,70,6,1,3,9,8,175,98,110,64
2,2.2,3.25,3.4,1,3,6,10,20,109,58,142,83,3,3,4,11,14,71,29,158,91
1,2.1,3.2,3.75,4,4,2,11,7,112,69,135,76,2,4,4,8,10,92,52,126,69
1,1.72,3.4,5.5,4,4,2,13,6,106,60,100,51,2,4,4,5,7,120,49,99,52
1,1.4,4.33,9.0,8,0,2,17,8,140,87,96,43,4,2,4,10,14,112,63,125,70
1,1.25,5.5,15.0,7,1,2,11,5,181,102,102,57,4,2,4,14,16,114,70,155,91
1,1.33,4.75,11.0,6,3,1,20,8,152,81,66,38,3,4,3,10,14,124,75,107,59
1,2.1,3.3,3.75,1,3,6,4,16,108,51,144,79,1,4,5,7,13,104,48,130,67
0,1.73,3.5,5.5,2,4,4,11,13,114,62,121,66,1,3,6,9,20,112,61,130,76
0,2.5,3.25,2.88,4,2,4,13,14,75,35,163,97,1,3,6,8,17,95,53,128,69
2,7.5,4.0,1.5,2,3,5,7,11,96,56,133,77,8,0,2,19,10,145,90,91,48
1,1.73,3.5,5.5,5,3,2,17,10,138,82,106,48,5,3,2,11,5,116,69,128,73
2,5.25,3.5,1.73,2,4,4,5,10,121,54,104,56,5,5,0,16,4,137,78,79,38
0,2.2,3.25,3.5,3,2,5,10,16,99,58,130,73,4,4,2,15,6,112,65,109,59
2,1.91,3.4,4.33,4,1,5,7,9,128,63,110,57,4,2,4,11,9,109,52,135,70
0,1.67,3.6,5.5,2,3,5,11,18,110,63,131,73,4,3,3,8,5,113,68,133,77
0,2.25,3.25,3.3,2,3,5,7,14,114,57,144,77,4,2,4,11,9,118,57,136,69
1,2.1,3.3,3.6,2,4,4,12,14,117,62,107,58,4,2,4,17,19,121,74,159,87
1,2.4,3.25,3.0,4,3,3,13,13,88,40,134,77,3,3,4,8,16,116,68,120,66
1,1.91,3.4,4.2,2,3,5,7,11,99,57,147,82,1,4,5,7,13,112,51,132,67
1,1.57,3.8,6.5,3,1,6,6,11,127,61,123,67,0,4,6,8,22,112,60,135,77
1,1.67,3.6,5.5,6,2,2,17,9,126,76,103,50,1,4,5,9,15,93,52,136,71
0,1.72,3.6,5.0,7,2,1,23,7,165,88,66,37,5,5,0,17,4,139,77,86,40
0,1.44,4.2,8.5,7,1,2,13,7,164,89,112,62,4,4,2,17,8,115,65,115,62
1,1.25,5.5,13.0,8,0,2,20,11,147,85,96,53,3,4,3,13,13,120,64,103,57
0,3.1,3.3,2.37,4,1,5,15,18,117,70,164,85,1,4,5,11,19,118,68,132,74
2,1.83,3.5,4.5,4,4,2,16,7,122,67,126,64,4,1,5,10,12,128,65,142,80
1,1.75,3.5,5.0,4,2,4,11,9,121,61,144,80,5,3,2,13,10,88,39,115,64
2,10.0,4.5,1.36,1,4,5,7,12,110,42,115,58,7,2,1,26,10,177,98,71,40
1,1.44,4.0,9.0,8,0,2,17,11,150,89,91,50,6,2,2,15,8,126,80,105,50
1,2.5,3.3,2.87,0,4,6,10,21,128,73,136,78,2,3,5,7,11,91,50,145,77
2,4.75,3.3,1.85,3,4,3,7,6,106,64,135,72,6,2,2,11,7,159,83,119,62
1,1.5,4.2,7.5,5,5,0,20,7,140,77,101,52,2,4,4,7,12,125,66,132,71
1,1.9,3.4,4.2,3,2,5,8,17,104,59,119,64,2,4,4,6,13,117,53,109,61
0,2.0,3.5,3.75,1,4,5,8,14,99,54,144,82,3,4,3,12,12,113,59,117,65
1,1.53,3.8,7.0,7,2,1,12,5,175,90,106,53,5,2,3,12,6,126,68,136,73
1,2.0,3.3,4.0,4,1,5,11,13,124,63,147,80,4,2,4,10,15,101,59,121,64
2,6.5,3.8,1.57,2,3,5,7,14,123,66,132,72,8,0,2,21,13,154,93,90,50
2,3.2,3.3,2.3,3,5,2,10,9,119,59,116,64,6,4,0,22,7,140,80,104,54
2,2.37,3.25,3.1,4,3,3,12,11,90,37,108,64,3,3,4,7,7,112,68,140,72
1,1.5,4.0,7.0,6,2,2,15,10,119,74,113,57,1,3,6,11,19,130,75,129,71
0,2.1,3.25,3.75,2,3,5,5,14,131,60,113,64,3,2,5,13,17,113,69,165,81
1,1.25,5.5,13.0,7,2,1,27,11,177,91,74,44,1,4,5,7,13,97,52,143,80
2,2.5,3.25,2.9,2,2,6,6,13,84,46,145,76,4,4,2,17,8,127,67,125,64
1,1.53,3.8,7.0,1,4,5,12,20,116,63,132,76,1,3,6,6,13,101,35,123,59
1,2.0,3.25,4.0,4,2,4,10,16,105,61,115,64,2,5,3,8,12,116,54,121,66
0,2.2,3.25,3.5,3,3,4,13,14,116,67,161,77,1,2,7,4,15,80,43,150,83
0,2.3,3.3,3.2,4,4,2,16,8,117,64,126,63,7,1,2,16,10,119,77,119,63
1,2.62,3.25,2.75,4,2,4,11,9,115,62,141,73,1,4,5,11,20,113,63,124,73
2,2.1,3.3,3.6,1,2,7,6,14,98,36,122,61,4,3,3,12,10,98,43,103,61
1,2.4,3.4,2.9,1,3,6,9,17,127,75,135,73,2,3,5,5,14,138,63,107,55
2,6.5,3.8,1.57,4,3,3,8,6,110,66,142,73,7,2,1,27,9,188,93,68,40
2,2.6,3.25,2.8,7,3,0,25,7,151,88,100,52,8,1,1,15,6,175,89,102,52
1,1.36,4.75,9.5,8,0,2,22,13,156,91,92,50,5,1,4,14,12,123,63,148,80
1,2.0,3.4,3.8,0,4,6,4,14,90,48,155,84,2,3,5,7,15,127,67,125,64
2,12.0,5.0,1.3,2,2,6,6,17,139,64,111,63,8,0,2,21,13,154,89,98,55
0,2.2,3.3,3.4,2,4,4,11,13,112,63,159,69,1,2,7,6,14,100,37,123,57
1,1.73,3.6,5.0,4,4,2,16,8,115,64,126,65,4,3,3,7,7,101,57,146,74
0,1.67,3.5,6.0,8,0,2,21,13,157,91,99,53,7,2,1,26,11,150,86,113,58
0,2.5,3.4,2.75,2,2,6,8,18,132,69,132,67,1,4,5,12,22,108,60,121,72
2,1.91,3.5,4.0,1,3,6,7,15,105,57,151,84,5,1,4,14,10,118,70,132,67
1,2.2,3.25,3.4,5,2,3,12,9,102,43,111,64,2,1,7,7,19,140,63,123,69
1,1.83,3.5,4.5,6,2,2,14,9,114,73,120,64,5,0,5,13,13,124,64,145,82
1,1.3,5.0,11.0,8,1,1,18,7,173,85,105,54,4,2,4,10,15,105,61,113,63
2,7.0,5.0,1.4,2,3,5,12,16,131,80,127,68,8,1,1,29,8,186,97,66,39
1,2.1,3.2,3.75,2,4,4,6,12,117,56,123,70,1,2,7,4,15,92,45,142,78
1,1.33,5.0,10.0,7,2,1,26,11,148,89,112,60,6,1,3,12,7,108,48,108,60
1,2.3,3.4,3.1,1,4,5,11,21,105,59,124,75,1,3,6,7,15,98,52,153,83
0,1.83,3.5,4.5,4,1,5,10,17,105,63,125,70,2,3,5,12,16,126,78,132,72
2,2.1,3.3,3.6,6,1,3,15,9,113,66,134,70,4,4,2,17,9,122,67,117,59
2,3.0,3.5,2.3,1,3,6,6,13,111,44,131,60,7,1,2,19,12,157,87,104,58
1,1.53,4.0,6.5,9,1,0,31,6,186,100,73,43,6,2,2,12,10,113,70,114,61
1,1.73,3.6,5.0,5,0,5,14,14,124,65,143,77,1,5,4,11,14,118,66,160,70
2,4.0,3.6,1.91,1,2,7,5,16,107,52,129,70,8,1,1,18,6,177,84,100,52
1,2.25,3.4,3.2,3,3,4,7,10,96,51,155,81,1,3,6,7,19,137,72,124,66
1,2.1,3.4,3.5,2,1,7,6,19,135,59,119,64,3,4,3,9,12,113,51,123,68
1,1.91,3.4,4.2,4,0,6,10,22,90,51,162,95,2,2,6,8,22,85,49,169,96
1,2.38,3.3,3.0,1,1,8,5,15,142,76,109,63,4,1,5,12,17,134,66,139,78
0,1.91,3.4,4.2,4,3,3,9,11,87,39,144,92,2,3,5,9,16,129,68,118,73
1,2.75,3.3,2.63,1,4,5,13,17,138,83,159,90,5,3,2,14,9,100,55,131,76
1,1.8,3.5,4.75,5,3,2,15,9,102,60,131,76,3,2,5,14,19,128,63,175,100
1,2.1,3.4,3.6,3,1,6,11,24,115,60,143,85,2,1,7,9,14,147,83,108,63
0,1.33,4.75,11.0,5,4,1,18,11,124,72,133,67,5,0,5,12,20,92,51,158,96
1,1.57,3.75,6.5,5,1,4,19,16,148,89,150,92,4,2,4,19,17,94,54,148,77
2,9.0,4.75,1.36,2,4,4,11,16,121,64,112,65,7,1,2,32,13,176,104,95,59
1,2.0,3.25,4.0,8,0,2,26,7,202,116,78,35,7,1,2,22,11,152,89,88,43
1,2.75,3.3,2.6,2,2,6,7,22,86,52,154,89,3,4,3,9,13,85,39,146,94
2,2.4,3.3,3.0,1,4,5,13,18,136,77,153,89,3,3,4,13,16,150,93,117,72
0,2.25,3.2,3.4,3,1,6,10,21,128,62,149,84,4,2,4,13,13,102,56,120,48
0,1.36,4.5,10.0,6,0,4,24,14,177,102,84,49,3,2,5,8,11,104,64,143,78
1,2.5,3.2,2.9,2,3,5,9,13,100,61,161,88,3,3,4,13,14,100,56,123,56
0,3.4,3.3,2.2,4,1,5,14,23,90,53,153,95,5,3,2,17,9,114,69,123,73
1,1.17,7.0,19.0,8,0,2,24,6,194,116,95,42,1,4,5,11,20,120,67,105,66
0,2.88,3.25,2.5,3,2,5,8,18,93,53,143,81,1,4,5,13,18,135,76,145,85
0,1.91,3.4,4.2,5,1,4,22,16,186,103,83,48,4,5,1,19,14,129,75,122,62
1,1.4,4.5,9.0,7,1,2,22,11,155,90,92,50,4,3,3,14,11,151,94,118,70
1,6.0,3.75,1.62,4,2,4,18,16,104,57,138,76,7,1,2,30,13,172,101,95,60
2,2.25,3.2,3.4,3,2,5,15,23,130,69,174,100,4,1,5,14,23,108,57,144,83
1,2.1,3.4,3.5,3,4,3,10,11,86,40,144,89,2,1,7,10,16,147,82,109,64
1,1.44,4.33,8.0,5,1,4,16,15,140,85,155,91,3,2,5,11,21,129,69,147,84
1,2.1,3.3,3.6,3,3,4,13,13,108,60,114,54,5,1,4,15,21,105,63,151,86
1,3.5,3.3,2.15,2,3,5,10,21,93,56,139,81,4,3,3,14,13,145,88,128,77
0,2.5,3.25,2.88,4,4,2,16,10,115,71,128,76,5,1,4,23,15,151,91,149,88
0,1.91,3.4,4.2,5,0,5,15,24,93,57,148,85,4,3,3,11,11,82,40,150,90
0,1.91,3.5,4.2,4,3,3,16,11,110,61,112,53,3,2,5,15,24,125,67,177,106
0,1.29,5.5,11.0,3,6,1,20,16,122,70,122,66,3,2,5,12,22,96,59,120,67
2,10.0,4.5,1.36,2,1,7,9,13,152,85,99,51,7,1,2,20,11,157,88,87,48
1,1.8,3.6,4.5,1,4,5,16,21,140,81,138,84,3,2,5,14,24,93,55,146,90
1,2.4,3.4,2.9,3,2,5,12,25,124,67,159,87,4,2,4,17,15,101,53,129,74
2,2.7,3.2,2.7,6,1,3,26,13,162,88,91,57,8,0,2,26,6,205,126,95,44
2,3.5,3.4,2.1,3,3,4,14,15,124,77,124,77,5,2,3,23,15,175,97,85,50
2,2.4,3.2,3.1,1,4,5,11,23,114,68,112,69,3,2,5,10,13,95,57,160,90
1,1.29,5.0,13.0,6,1,3,25,14,158,88,88,58,3,4,3,10,11,76,37,152,88
1,1.44,4.33,7.5,3,5,2,16,11,115,70,140,86,3,3,4,12,19,98,57,130,70
0,5.25,3.8,1.67,4,1,5,12,23,91,51,146,84,5,2,3,22,13,158,90,89,53
1,4.2,3.4,1.91,2,7,1,20,17,127,69,119,63,8,0,2,26,6,185,114,97,47
1,1.91,3.4,4.2,2,1,7,10,16,161,91,99,51,3,2,5,17,26,106,65,128,78
2,8.0,4.2,1.44,2,4,4,21,23,137,81,142,88,7,1,2,22,11,159,92,98,57
2,2.1,3.3,3.6,4,2,4,12,23,128,70,142,77,4,2,4,10,11,97,58,148,78
1,2.38,3.25,3.1,1,3,6,10,23,98,53,120,72,3,3,4,14,22,121,64,163,99
0,2.88,3.25,2.5,3,3,4,13,15,130,79,119,76,4,2,4,22,15,154,94,150,86
1,2.1,3.3,3.6,3,4,3,15,11,108,60,110,49,4,2,4,17,15,101,51,132,77
1,2.1,3.3,3.6,5,2,3,13,12,96,60,154,80,2,4,4,19,24,140,83,141,84
0,4.5,3.6,1.8,2,3,5,12,22,124,68,154,99,2,7,1,18,16,130,71,110,60
0,2.63,3.25,2.75,3,2,5,17,24,114,70,110,66,4,4,2,15,9,121,64,106,50
0,1.25,5.5,15.0,7,0,3,25,7,177,110,106,53,2,4,4,12,17,127,74,131,83
0,2.8,3.25,2.6,3,3,4,12,21,87,47,129,67,4,2,4,12,20,93,50,143,84
2,1.5,4.2,7.0,7,1,2,23,10,160,90,98,57,3,5,2,17,11,121,71,128,75
0,2.1,3.3,3.6,3,4,3,9,11,77,39,146,86,3,2,5,13,26,134,71,140,81
