result,odds_home,odds_draw,odds_away,home_wins,home_draws,home_losses,home_goals,home_opposition_goals,home_shots,home_shots_on_target,home_opposition_shots,home_opposition_shots_on_target,away_wins,away_draws,away_losses,away_goals,away_opposition_goals,away_shots,away_shots_on_target,away_opposition_shots,away_opposition_shots_on_target
1,2.1,3.2,3.6,3,6,1,12,10,124,51,122,39,5,4,1,18,10,124,51,106,41
1,2.5,3.2,2.88,2,1,7,9,17,104,31,119,53,2,2,6,10,17,117,37,117,48
2,3.25,3.1,2.3,0,2,8,3,18,107,35,131,49,5,1,4,13,13,119,45,104,43
2,2.3,3.4,3.0,3,2,5,14,24,124,35,119,49,4,3,3,22,12,125,51,128,40
1,1.33,4.75,10.0,3,5,2,13,11,122,44,97,34,4,1,5,11,16,107,29,118,50
2,2.2,3.1,3.5,4,3,3,12,8,81,30,169,51,2,2,6,9,16,119,37,109,41
1,1.4,4.33,8.5,5,3,2,18,6,141,60,104,32,1,4,5,11,19,86,32,168,56
2,1.57,3.6,6.5,5,3,2,17,10,116,48,118,49,2,4,4,9,15,104,37,134,46
2,2.4,3.1,3.1,3,5,2,17,19,143,48,98,47,3,6,1,10,8,133,52,117,36
0,1.4,4.33,8.5,7,1,2,14,8,145,52,88,27,2,6,2,15,16,108,42,114,48
0,3.25,3.25,2.25,3,2,5,15,15,122,48,101,36,6,3,1,15,5,111,40,115,31
0,4.5,3.4,1.83,3,1,6,9,15,98,28,120,49,6,3,1,19,10,138,55,91,29
1,3.1,3.1,2.4,2,5,3,15,22,139,47,102,49,4,4,2,13,10,126,44,99,36
2,1.83,3.25,4.75,3,3,4,13,17,108,43,148,50,3,2,5,10,14,105,31,106,48
1,2.5,3.1,2.9,3,1,6,10,17,99,28,126,51,2,2,6,14,26,127,36,127,53
0,3.6,3.2,2.1,3,2,5,11,16,127,40,106,40,6,3,1,19,4,146,60,107,27
2,1.55,3.8,6.5,6,3,1,16,6,111,41,125,32,6,1,3,16,13,118,45,108,45
0,2.38,3.0,3.25,1,4,5,10,17,92,32,160,51,0,1,9,3,20,116,40,129,48
0,2.1,3.25,3.6,5,2,3,25,14,128,51,129,40,3,3,4,15,14,136,47,96,37
1,2.3,3.1,3.25,3,6,1,13,8,133,54,114,35,6,2,2,15,10,147,52,82,27
1,1.4,4.33,8.5,5,4,1,19,11,138,58,97,33,4,3,3,12,8,90,31,176,54
1,2.63,3.0,2.88,2,6,2,17,18,105,42,125,50,4,3,3,17,13,128,48,121,52
1,1.8,3.5,4.5,5,4,1,17,6,144,58,116,32,4,3,3,23,15,133,53,133,43
1,2.4,3.3,2.9,2,2,6,12,26,123,31,129,53,3,4,3,15,20,139,48,111,52
0,2.3,3.1,3.3,0,2,8,6,22,126,46,137,53,3,3,4,13,15,117,45,144,52
1,1.18,6.5,15.0,6,2,2,17,8,121,47,123,34,1,4,5,11,18,105,40,165,56
0,2.1,3.1,3.75,3,3,4,11,11,83,30,185,61,4,1,5,13,13,110,35,122,46
2,1.67,3.6,5.5,6,1,3,15,12,113,42,122,49,3,2,5,12,17,122,42,103,42
2,2.38,3.1,3.1,4,2,4,11,13,104,35,115,50,3,5,2,16,16,105,39,125,47
1,2.3,3.1,3.3,5,2,3,13,11,129,49,87,31,4,3,3,11,10,130,44,102,34
1,2.4,3.0,3.2,3,4,3,16,14,141,51,100,37,4,5,1,14,8,133,58,106,34
1,2.5,3.1,2.9,3,3,4,16,14,128,45,123,53,5,4,1,18,10,132,56,93,32
2,2.2,3.2,3.4,5,2,3,13,11,128,50,88,33,5,3,2,17,12,130,56,92,35
0,3.1,3.1,2.4,2,4,4,12,16,119,44,141,53,5,4,1,15,6,151,56,108,30
0,1.44,4.2,7.5,4,4,2,13,8,124,55,109,32,4,2,4,10,11,99,34,123,51
0,2.1,3.2,3.6,4,2,4,13,15,114,40,102,42,0,3,7,7,20,127,46,142,53
0,1.4,4.5,8.0,4,3,3,10,9,130,43,107,37,3,2,5,14,24,115,34,126,51
1,1.83,3.4,4.5,5,3,2,18,11,124,56,89,35,3,4,3,14,13,144,51,97,37
1,4.75,3.4,1.8,4,4,2,16,15,113,38,114,43,6,2,2,19,7,122,50,131,34
1,1.62,3.75,5.5,4,3,3,21,13,135,51,141,41,3,3,4,10,10,84,29,180,61
2,3.25,3.2,2.25,3,2,5,11,12,111,39,125,43,4,2,4,11,14,116,46,88,38
1,2.4,3.2,3.0,2,4,4,13,22,136,47,113,54,4,2,4,18,13,126,44,121,51
2,3.6,3.2,2.1,1,4,5,10,20,114,38,160,59,6,1,3,14,10,122,47,109,43
0,1.65,3.6,5.5,4,2,4,18,12,124,42,126,51,3,3,4,14,21,104,32,128,49
1,1.62,3.6,6.0,3,4,3,13,11,133,44,95,36,2,5,3,12,14,124,45,133,46
0,2.8,3.1,2.6,0,4,6,8,20,131,50,137,51,5,2,3,22,13,137,50,146,42
1,1.22,6.0,13.0,5,2,3,18,9,127,49,135,37,3,3,4,11,16,111,41,106,45
0,1.62,3.5,6.5,7,1,2,16,10,115,47,106,41,3,2,5,10,10,103,39,131,44
0,4.2,3.2,1.95,3,3,4,11,13,97,35,120,45,4,3,3,9,8,130,39,97,35
0,2.8,3.0,2.7,1,3,6,11,22,110,40,154,59,4,4,2,14,14,115,37,118,44
2,1.62,3.6,6.0,4,2,4,12,15,120,47,80,41,2,4,4,12,21,142,47,106,49
0,3.4,3.1,2.25,2,3,5,7,10,90,27,175,54,4,4,2,15,10,122,55,103,31
2,2.05,3.2,3.75,5,5,0,15,5,145,50,112,31,5,3,2,17,11,118,51,90,36
1,1.73,3.4,5.25,4,3,3,9,8,143,41,96,34,4,2,4,16,10,126,40,126,50
1,2.3,3.1,3.25,4,4,2,14,14,117,36,108,42,7,1,2,16,10,126,52,108,44
2,4.33,3.5,1.83,5,3,2,22,12,128,48,148,38,5,2,3,18,9,133,52,133,35
1,1.8,3.3,4.75,2,4,4,10,15,122,45,135,45,1,4,5,5,10,94,25,166,48
2,3.5,3.2,2.15,3,4,3,14,17,103,33,130,45,3,2,5,11,18,122,48,83,44
2,3.0,3.0,2.5,2,3,5,10,11,99,38,134,52,4,3,3,15,10,135,47,89,36
1,1.83,3.4,4.5,3,3,4,11,19,112,41,113,49,1,4,5,11,20,108,37,146,53
1,1.67,3.5,5.5,3,3,4,14,20,137,48,109,49,2,4,4,9,13,86,28,135,45
0,1.4,4.5,8.0,6,2,2,17,10,118,50,89,34,0,5,5,9,19,129,44,139,49
0,2.0,3.2,4.0,4,4,2,13,8,119,50,103,29,5,4,1,14,5,139,48,106,30
1,2.0,3.3,3.8,6,1,3,14,11,122,51,110,45,4,3,3,18,15,123,43,157,44
1,1.62,3.75,5.5,4,3,3,15,11,142,50,86,36,3,3,4,13,17,106,34,134,49
1,1.91,3.3,4.2,5,3,2,13,12,116,37,105,43,4,2,4,12,18,121,42,107,47
0,4.75,3.25,1.83,1,3,6,5,12,108,28,158,46,5,3,2,11,6,143,45,94,32
2,2.2,3.1,3.5,2,4,4,9,13,87,28,143,50,2,3,5,11,12,95,40,141,54
2,2.63,3.1,2.75,3,2,5,14,12,117,35,127,55,4,2,4,12,15,127,51,79,41
1,2.4,3.1,3.1,1,4,5,11,20,105,37,152,54,2,4,4,11,15,121,43,141,48
0,3.3,3.2,2.25,0,6,4,10,18,132,49,143,48,3,5,2,11,8,123,48,89,26
1,1.62,3.75,5.5,5,2,3,20,9,144,57,132,33,6,3,1,18,9,111,47,97,38
2,1.73,3.3,5.5,5,4,1,14,5,129,46,112,31,4,2,4,15,19,143,54,108,45
2,7.5,4.1,1.44,3,2,5,12,12,92,41,143,52,6,1,3,19,7,146,60,132,31
2,2.88,3.0,2.63,2,4,4,13,16,121,47,146,51,6,1,3,15,11,130,55,110,46
1,2.5,3.1,2.9,2,3,5,10,19,86,29,144,57,0,7,3,11,15,133,48,130,42
0,1.4,4.33,8.5,3,5,2,11,8,116,46,89,27,2,4,4,12,19,114,40,139,54
1,2.0,3.2,4.0,4,4,2,10,7,144,45,92,32,5,3,2,17,8,150,54,85,34
0,1.5,3.75,7.5,5,1,4,16,18,143,54,105,47,0,4,6,3,12,111,26,162,47
1,1.62,3.6,6.0,6,2,2,17,9,111,46,93,38,6,3,1,15,11,115,37,110,45
1,1.83,3.4,4.5,5,1,4,11,13,128,55,79,40,4,4,2,10,7,115,41,115,33
1,1.62,3.5,6.5,3,1,6,12,11,106,30,132,60,2,4,4,10,14,95,29,143,51
1,1.8,3.5,4.5,4,2,4,16,15,126,44,155,43,3,2,5,11,19,127,45,105,42
0,1.14,7.5,17.0,6,1,3,21,7,153,67,127,30,2,3,5,15,20,121,47,150,58
0,2.0,3.2,4.0,4,3,3,9,7,105,34,111,33,3,1,6,10,11,108,29,121,54
2,1.83,3.4,4.5,3,2,5,12,17,127,44,116,45,3,2,5,12,14,100,43,165,60
1,1.85,3.4,4.33,5,3,2,17,10,146,52,94,36,5,2,3,17,14,142,56,102,42
0,4.0,3.2,2.0,0,6,4,12,18,136,47,131,46,5,3,2,13,7,150,45,87,30
2,2.3,3.1,3.3,6,1,3,17,12,134,58,110,46,3,5,2,10,7,123,50,85,26
2,4.33,3.25,1.91,1,5,4,11,19,117,43,143,59,6,2,2,19,9,117,45,108,41
1,2.0,3.3,3.75,6,2,2,14,13,123,38,108,41,4,2,4,12,15,133,44,159,46
2,2.25,3.1,3.4,0,5,5,5,13,104,25,150,46,3,2,5,14,21,92,36,143,55
1,4.75,3.25,1.83,2,3,5,9,15,86,27,145,51,6,1,3,12,12,118,54,80,39
0,1.36,4.75,8.5,6,2,2,16,8,113,40,108,42,3,2,5,12,17,128,46,113,43
0,2.6,3.1,2.8,2,3,5,11,16,114,42,149,51,4,2,4,11,18,130,43,154,47
2,3.4,3.2,2.2,4,2,4,13,11,94,43,170,59,3,4,3,9,9,107,32,104,30
1,1.57,3.75,6.0,5,1,4,13,12,120,49,105,41,1,4,5,11,20,112,46,144,60
1,1.85,3.4,4.33,5,1,4,11,15,129,54,80,38,5,3,2,16,9,146,51,89,36
1,2.1,3.25,3.5,3,3,4,11,13,86,29,145,45,0,4,6,5,14,104,23,141,47
1,1.57,3.8,6.0,2,2,6,9,12,105,27,118,54,0,7,3,14,19,138,51,131,48
2,3.0,3.2,2.4,3,2,5,13,21,90,36,141,49,6,1,3,17,12,129,54,108,47
2,4.0,3.2,2.0,4,5,1,11,4,116,50,84,25,5,2,3,20,7,166,66,117,28
2,1.67,3.5,5.5,4,4,2,13,8,144,46,93,33,7,2,1,18,10,127,41,101,38
2,3.1,3.2,2.3,3,3,4,9,18,115,36,158,51,6,2,2,15,7,117,40,105,38
0,2.0,3.2,4.0,3,3,4,11,15,126,44,122,46,2,4,4,12,15,118,43,145,50
1,1.44,4.0,8.0,5,2,3,17,11,137,49,92,35,3,3,4,10,12,91,31,145,44
1,2.63,3.0,2.88,0,7,3,14,19,133,49,135,51,6,1,3,16,12,118,51,112,42
0,3.2,3.0,2.38,0,4,6,5,14,110,23,128,45,3,2,5,11,12,118,35,102,46
0,2.6,3.1,2.8,6,1,3,18,12,122,56,106,46,6,0,4,12,15,120,50,80,37
1,2.0,3.2,4.0,1,3,6,12,22,119,46,140,61,3,2,5,11,12,96,42,168,60
2,2.38,3.0,3.2,7,2,1,18,9,125,41,98,36,3,5,2,10,5,109,44,86,29
1,1.5,4.0,7.0,6,2,2,20,5,161,67,118,29,3,4,3,11,10,139,42,89,35
1,1.53,3.8,6.5,3,4,3,8,8,107,34,102,30,3,2,5,11,18,80,32,138,48
2,5.0,3.25,1.8,3,3,4,10,9,114,33,99,44,7,1,2,20,4,161,65,111,28
0,2.75,3.1,2.63,3,2,5,9,18,77,31,151,51,2,4,4,10,15,125,43,120,46
1,1.75,3.4,5.0,3,5,2,7,5,114,42,86,30,2,3,5,6,18,113,33,157,52
2,3.4,3.0,2.3,3,2,5,12,13,99,43,165,60,7,1,2,16,8,125,40,94,32
0,1.4,4.5,8.0,2,4,4,10,11,136,40,89,34,2,3,5,14,21,120,48,134,60
0,2.4,3.2,3.0,6,1,3,17,10,119,53,118,41,5,2,3,17,13,128,57,108,44
2,3.6,3.1,2.15,3,2,5,9,13,86,28,146,44,3,4,3,9,8,115,38,99,31
1,3.75,3.3,2.0,1,5,4,9,14,114,38,139,48,6,2,2,14,7,110,37,112,40
2,1.44,4.2,7.5,6,1,3,14,16,131,51,86,35,1,7,2,15,17,135,48,134,52
1,1.44,4.1,8.0,6,1,3,18,10,127,51,92,33,0,5,5,5,13,109,26,129,44
1,1.17,7.0,15.0,8,1,1,23,2,153,65,113,27,3,3,4,9,15,84,34,145,45
1,3.2,3.0,2.4,2,5,3,12,14,101,38,148,47,3,5,2,8,5,123,43,90,32
2,1.91,3.3,4.2,2,6,2,13,14,126,44,126,44,0,5,5,6,13,118,29,133,45
0,2.0,3.2,4.0,7,1,2,17,8,126,41,96,32,5,2,3,17,12,122,54,115,41
1,2.0,3.2,4.0,4,3,3,9,7,117,41,94,28,7,0,3,20,10,136,55,86,32
0,1.95,3.2,4.2,2,3,5,12,19,111,39,133,58,2,2,6,9,15,86,25,137,47
1,1.62,3.75,5.5,2,2,6,5,19,105,33,163,54,2,2,6,9,15,96,38,172,64
0,3.5,3.2,2.15,2,4,4,8,13,121,39,125,46,5,1,4,13,17,129,47,87,37
2,2.0,3.3,3.8,6,2,2,15,7,119,39,100,38,2,5,3,11,10,140,42,84,30
1,2.1,3.2,3.6,4,3,3,17,14,131,58,102,40,3,3,4,10,12,114,34,103,50
1,1.91,3.2,4.5,3,5,2,14,10,144,43,84,29,5,3,2,19,13,128,59,101,40
2,2.5,3.1,2.9,2,3,5,8,17,78,29,157,47,6,2,2,17,9,121,43,99,35
0,2.5,3.0,3.0,2,1,7,10,17,94,37,177,68,3,4,3,12,13,90,35,154,49
1,1.83,3.4,4.5,5,3,2,17,11,121,54,115,41,1,5,4,8,14,132,43,124,43
1,1.57,3.8,6.0,5,2,3,13,14,136,47,98,36,3,2,5,7,19,109,39,155,56
1,1.5,4.0,7.0,6,0,4,20,14,131,56,87,37,2,5,3,13,15,129,46,119,45
0,1.73,3.5,5.0,2,3,5,7,14,102,29,107,55,2,4,4,12,15,106,38,139,57
2,2.3,3.0,3.4,3,5,2,8,5,132,47,85,31,5,2,3,12,9,125,38,106,39
0,4.0,3.1,2.05,1,4,5,8,14,118,32,133,44,4,3,3,12,8,106,44,89,31
1,7.5,4.2,1.44,2,3,5,9,14,94,29,132,46,8,1,1,22,3,167,65,102,24
1,1.62,3.6,6.0,6,2,2,16,8,116,42,90,32,1,5,4,9,14,111,34,127,47
2,3.5,3.1,2.2,3,4,3,13,14,85,37,156,52,4,4,2,16,10,143,46,93,31
2,2.9,3.1,2.5,1,4,5,8,15,129,42,120,45,7,0,3,21,13,133,60,91,39
2,3.5,3.1,2.2,2,4,4,12,15,126,47,119,47,4,3,3,13,9,107,47,87,34
0,1.62,3.6,6.0,4,3,3,16,13,129,56,108,40,3,2,5,10,14,96,31,128,47
0,2.0,3.25,3.9,2,5,3,12,14,107,38,138,54,2,2,6,8,18,84,31,152,50
0,2.3,3.1,3.3,2,2,6,6,20,98,38,150,55,2,4,4,9,15,101,31,99,53
2,1.44,4.0,8.0,3,4,3,6,7,129,47,87,34,2,2,6,10,16,99,38,165,65
1,1.67,3.5,5.5,5,2,3,15,9,124,39,105,39,5,3,2,18,12,117,55,113,44
1,1.5,3.8,7.5,8,1,1,23,4,157,63,95,23,5,2,3,12,13,129,42,97,33
1,2.0,3.2,4.0,7,0,3,19,13,133,59,96,39,4,3,3,16,13,122,52,110,42
1,2.25,3.2,3.3,2,2,6,8,18,92,28,151,55,3,4,3,14,14,92,39,148,51
0,1.91,3.2,4.33,4,3,3,16,15,116,53,117,47,2,2,6,5,19,99,37,143,58
1,7.0,4.0,1.5,1,4,5,9,16,106,33,129,53,8,1,1,21,4,153,58,104,28
2,2.05,3.2,3.8,3,2,5,11,15,103,36,119,49,2,3,5,11,17,120,47,123,51
1,1.75,3.4,5.0,5,3,2,16,8,111,51,91,34,7,1,2,17,7,119,47,90,30
0,1.8,3.4,4.75,2,4,4,9,15,100,36,99,48,1,4,5,8,12,134,43,120,43
0,4.5,3.3,1.85,3,1,6,10,14,96,36,161,58,5,2,3,17,10,131,44,106,41
1,1.91,3.1,4.6,5,3,2,18,10,128,46,102,34,3,3,4,6,9,135,49,85,36
1,1.44,4.1,8.0,5,2,3,12,12,136,45,98,30,2,5,3,11,13,112,41,146,53
0,2.75,3.2,2.6,4,3,3,16,14,124,50,112,41,6,2,2,20,8,115,55,83,32
1,2.88,3.0,2.63,2,4,4,12,15,91,41,143,54,3,4,3,15,16,117,49,115,47
2,2.88,3.0,2.6,3,2,5,10,13,97,34,158,56,2,5,3,9,13,107,38,99,42
1,2.1,3.2,3.6,0,5,5,6,12,121,35,129,46,3,2,5,12,15,104,38,114,44
1,1.18,6.5,15.0,7,1,2,17,5,145,53,109,32,3,2,5,12,17,119,43,120,53
1,2.05,3.2,3.75,2,5,3,12,13,117,42,142,51,2,4,4,10,14,104,34,130,54
2,3.4,3.2,2.2,2,3,5,6,16,99,39,141,54,5,3,2,18,11,137,46,103,36
1,1.44,4.0,8.0,3,2,5,7,11,134,51,94,39,3,2,5,8,16,93,32,145,54
0,2.15,3.3,3.4,5,2,3,17,10,131,46,101,34,5,2,3,12,12,138,45,97,29
1,2.5,3.1,2.9,6,1,3,16,11,109,44,98,34,7,0,3,19,12,127,54,96,37
0,1.44,4.0,8.0,4,3,3,11,12,134,38,96,29,3,4,3,11,12,91,42,134,52
1,4.0,3.2,2.0,3,2,5,8,13,94,32,139,50,5,3,2,17,9,126,46,100,29
2,1.44,4.1,8.0,6,2,2,20,11,133,49,100,36,1,5,4,9,10,125,39,125,45
1,1.62,3.6,6.0,2,4,4,13,17,114,48,116,49,2,2,6,8,13,97,32,147,55
0,1.45,4.0,8.0,6,0,4,15,14,116,42,102,39,2,5,3,13,13,112,43,145,50
1,2.88,3.0,2.63,2,3,5,11,17,109,37,129,58,3,4,3,16,16,123,51,110,41
0,2.4,3.1,3.1,3,2,5,12,18,92,36,119,51,2,3,5,7,17,93,37,136,55
1,2.9,3.0,2.6,3,1,6,12,18,122,45,120,54,6,1,3,15,9,107,44,98,28
0,3.0,3.0,2.5,6,3,1,22,8,115,54,85,33,7,1,2,18,6,145,52,112,35
0,2.4,3.0,3.2,3,5,2,10,12,107,39,95,35,4,1,5,7,10,139,55,86,37
1,1.57,3.8,6.0,6,2,2,17,8,122,41,116,36,6,1,3,15,11,123,42,88,34
2,2.7,2.9,2.88,3,5,2,9,8,85,38,142,48,2,6,2,8,12,107,38,97,36
0,1.85,3.2,4.75,4,1,5,7,10,126,48,88,35,3,3,4,15,15,118,51,118,47
0,2.0,3.1,4.2,2,5,3,10,9,112,35,124,43,3,2,5,10,15,103,35,133,56
2,1.73,3.5,5.0,2,4,4,12,15,125,47,101,37,4,1,5,11,14,130,51,113,49
0,3.75,3.25,2.05,2,5,3,14,14,108,39,140,44,6,4,0,24,9,124,57,86,32
2,1.91,3.2,4.5,1,4,5,6,17,89,32,141,56,3,2,5,8,12,93,31,134,48
2,4.75,3.3,1.8,2,2,6,8,14,97,30,132,50,5,2,3,17,12,133,49,95,35
2,1.5,4.0,7.0,4,3,3,15,13,118,43,96,31,3,3,4,13,17,108,42,124,50
2,2.8,3.0,2.7,6,1,3,15,7,97,42,103,33,3,4,3,10,12,149,38,96,29
1,1.85,3.3,4.5,4,4,2,10,9,138,36,103,30,3,2,5,6,11,137,48,88,35
1,1.85,3.3,4.5,3,2,5,10,14,100,35,137,57,1,2,7,7,16,96,28,130,50
1,1.57,3.6,6.5,5,1,4,13,12,122,40,103,36,1,4,5,9,16,99,39,143,58
1,2.05,3.2,3.75,5,0,5,11,12,124,49,123,48,2,6,2,15,14,104,38,146,44
2,3.3,3.2,2.25,2,4,4,12,15,138,49,102,35,7,1,2,18,8,116,43,125,38
0,2.05,3.2,3.8,3,3,4,12,17,108,44,122,48,3,4,3,11,11,96,41,131,52
2,2.0,3.2,4.0,3,5,2,9,12,114,41,99,36,5,1,4,10,8,98,41,108,34
1,1.67,3.5,5.5,6,1,3,17,11,134,48,88,30,3,4,3,16,14,123,51,124,49
1,3.8,3.3,2.0,3,3,4,11,15,96,37,153,61,3,3,4,14,14,124,43,91,31
1,1.45,4.1,7.5,6,4,0,24,9,132,57,87,33,2,6,2,12,9,125,39,121,42
0,4.0,3.3,1.95,1,3,6,9,18,104,38,149,60,6,4,0,24,9,132,58,86,32
0,2.25,3.1,3.4,3,4,3,10,10,96,37,136,53,6,0,4,11,10,136,55,115,43
1,2.25,3.1,3.4,3,2,5,6,11,133,45,94,34,6,1,3,14,10,132,45,105,36
2,2.5,3.1,2.9,1,2,7,7,19,100,28,132,53,4,3,3,12,14,98,42,150,60
1,2.5,3.1,2.9,2,5,3,12,10,124,40,121,43,1,4,5,10,17,140,43,109,39
1,1.95,3.3,4.0,2,4,4,13,17,115,48,126,52,4,2,4,14,12,112,42,135,52
2,5.5,3.8,1.62,2,6,2,13,12,99,36,150,46,7,1,2,19,8,120,44,128,36
0,2.0,3.2,4.0,7,1,2,22,9,143,54,82,28,4,4,2,8,7,140,35,105,28
1,1.91,3.3,4.2,3,2,5,14,15,117,41,95,37,2,5,3,10,15,110,38,103,41
1,1.83,3.2,5.0,5,1,4,12,11,96,43,114,37,2,4,4,11,17,111,46,123,48
2,2.3,3.25,3.1,5,1,4,14,14,132,44,113,40,3,2,5,15,16,116,39,95,35
1,1.36,4.5,9.0,4,4,2,6,5,130,34,105,31,1,2,7,6,19,104,27,127,53
2,3.4,3.2,2.2,4,2,4,15,13,113,41,131,53,7,2,1,22,8,146,59,81,29
1,2.15,3.1,3.6,5,1,4,10,10,130,54,122,44,3,4,3,15,11,125,42,121,44
1,1.45,4.0,8.0,7,1,2,19,8,125,47,126,40,6,1,3,15,10,106,46,104,33
2,2.2,3.1,3.5,5,2,3,13,13,95,40,147,58,1,4,5,9,16,106,36,148,56
0,3.0,3.0,2.5,2,4,4,11,18,109,44,131,49,3,2,5,9,13,133,47,96,35
2,2.0,3.3,3.75,2,4,4,10,17,102,34,102,38,3,4,3,16,16,126,54,120,49
2,1.83,3.4,4.5,1,3,6,10,19,134,43,109,42,1,6,3,11,12,97,38,152,47
1,1.44,4.1,8.0,5,5,0,21,9,118,50,88,30,3,4,3,10,10,102,39,131,52
0,1.33,4.75,9.5,8,1,1,23,8,147,58,78,30,2,5,3,12,18,119,48,145,47
1,3.1,3.1,2.4,2,4,4,9,13,108,40,133,57,4,1,5,12,15,123,39,115,40
0,2.55,3.1,2.88,4,1,5,16,15,107,39,141,58,2,4,4,10,14,106,35,96,30
0,1.67,3.5,5.5,2,3,5,9,15,137,45,105,36,5,2,3,12,11,94,37,140,54
2,2.8,3.0,2.7,1,2,7,6,18,102,27,124,50,1,2,7,9,19,133,40,102,42
2,3.1,3.1,2.4,4,3,3,15,14,118,50,123,48,5,4,1,7,4,129,34,105,28
0,2.25,3.1,3.4,2,4,4,10,14,112,36,139,50,5,1,4,12,11,131,56,122,46
2,4.75,3.75,1.7,3,3,4,16,14,126,45,120,47,7,1,2,18,8,126,45,122,38
0,2.3,3.1,3.3,4,2,4,16,14,112,39,103,35,5,5,0,23,10,128,52,91,33
1,1.8,3.3,5.0,5,1,4,13,13,100,42,108,39,2,5,3,12,12,98,43,144,42
0,1.53,3.8,6.5,4,6,0,20,10,132,49,97,32,2,4,4,9,14,131,42,104,34
1,1.53,4.0,6.0,6,3,1,7,3,121,35,100,26,4,2,4,15,12,116,40,130,54
1,1.45,4.2,7.5,4,1,5,12,13,123,37,120,37,1,2,7,5,18,107,26,115,47
0,2.2,3.0,3.5,4,3,3,10,10,89,31,137,51,2,4,4,10,14,115,42,123,53
1,2.0,3.2,4.0,2,5,3,15,21,111,47,156,53,4,2,4,14,14,121,49,117,46
1,3.75,3.4,2.0,2,5,3,10,12,112,36,99,25,7,2,1,23,10,157,63,72,29
1,2.38,3.2,3.0,2,4,4,13,15,97,43,147,41,3,2,5,15,14,123,43,116,49
2,2.8,3.1,2.6,5,2,3,11,9,126,54,129,44,4,3,3,16,12,113,37,103,35
0,1.2,6.5,12.0,7,1,2,16,7,114,44,130,40,1,5,4,8,13,114,33,136,48
2,2.6,3.1,2.8,1,2,7,9,19,128,37,114,46,6,0,4,15,13,105,40,110,38
1,1.36,4.5,9.5,6,2,2,23,14,154,67,76,36,4,3,3,10,10,94,34,138,50
2,2.25,3.1,3.4,2,4,4,10,14,117,42,129,56,3,3,4,12,13,98,42,149,42
1,2.3,3.1,3.25,4,2,4,16,13,115,41,136,58,4,1,5,13,14,121,35,118,33
1,2.2,3.1,3.5,2,5,3,9,10,128,40,111,34,5,2,3,11,11,128,51,136,43
2,2.7,3.1,2.7,1,1,8,5,19,109,23,116,47,2,5,3,13,19,111,46,163,57
1,1.73,3.4,5.25,6,3,1,8,4,125,41,103,28,3,4,3,12,12,118,43,102,29
1,2.15,3.1,3.6,1,6,3,9,13,128,38,143,50,1,2,7,9,20,130,37,109,47
1,2.55,3.1,2.88,3,2,5,14,13,126,43,113,45,6,0,4,17,13,104,41,115,38
1,3.6,3.25,2.1,3,2,5,12,14,122,49,118,46,4,6,0,19,9,139,49,91,27
2,3.4,3.25,2.15,4,3,3,15,12,122,37,111,36,7,2,1,15,5,127,45,139,42
1,1.67,3.75,5.0,4,2,4,18,12,129,48,107,43,2,5,3,13,14,132,44,143,49
0,3.75,3.5,1.95,3,1,6,13,17,117,35,117,34,6,2,2,23,13,166,66,75,32
2,1.6,3.75,6.0,5,2,3,13,11,126,52,148,50,5,1,4,19,14,110,43,137,58
1,1.14,7.5,19.0,7,2,1,14,5,127,49,136,37,0,1,9,3,21,113,24,113,50
1,2.05,3.2,3.8,4,3,3,10,11,103,35,145,46,4,2,4,14,12,124,52,115,43
0,2.38,3.2,3.0,1,1,8,8,22,127,34,109,46,2,4,4,9,12,118,40,131,53
2,2.1,3.1,3.8,3,4,3,13,17,111,46,162,54,3,3,4,13,14,115,42,107,33
1,1.8,3.6,4.33,3,6,1,17,12,138,48,91,31,7,3,0,10,3,122,38,99,30
1,2.0,3.4,3.7,4,2,4,13,13,97,39,148,43,3,5,2,12,10,136,48,112,34
0,2.5,3.1,2.9,5,0,5,15,17,101,36,126,46,3,3,4,12,12,122,32,113,39
2,3.5,3.3,2.1,2,5,3,10,12,116,39,126,47,5,1,4,16,14,112,37,127,45
0,3.0,2.4,2.88,5,1,4,20,15,110,42,143,59,3,4,3,13,17,111,45,161,55
1,1.95,3.3,4.0,3,5,2,11,9,138,45,107,32,5,1,4,20,12,132,53,103,41
2,2.6,3.1,2.8,0,0,10,3,23,127,31,108,50,4,2,4,12,12,130,54,147,51
0,1.91,3.4,4.0,5,3,2,21,12,160,63,81,29,3,6,1,15,12,137,47,100,34
2,4.33,3.4,1.85,4,1,5,13,12,115,48,119,46,8,2,0,17,5,126,50,143,40
1,1.33,5.0,9.0,3,3,4,12,12,120,33,117,39,1,2,7,9,21,127,34,104,48
0,1.57,3.8,6.0,6,3,1,8,4,114,35,101,34,4,3,3,10,11,102,36,142,43
1,2.38,3.1,3.1,4,2,4,15,15,112,43,111,37,2,2,6,11,17,118,34,122,36
1,2.63,3.5,2.5,2,4,4,12,15,132,43,137,49,5,2,3,13,11,100,41,140,38
1,1.5,3.4,6.5,5,0,5,12,14,99,42,83,34,1,5,4,13,18,87,40,105,52
0,2.7,2.75,2.62,3,4,3,12,14,117,54,88,37,5,2,3,15,11,128,50,100,46
1,1.83,3.0,4.33,4,3,3,15,13,79,40,94,46,3,4,3,11,14,93,46,86,35
1,2.05,2.8,3.6,2,4,4,9,13,86,40,108,47,4,2,4,12,14,84,40,108,49
